Time,Raw.Pin 17,Raw.Pin 18,Raw.Pin 19,Raw.Pin 20,Raw.Pin 21,Raw.Pin 22,Raw.Pin 23,Raw.Pin 24,Raw.Pin 25,Raw.Pin 26,Raw.Pin 27,Raw.Pin 28,Raw.Pin 29,Raw.Pin 30,Raw.Pin 31,Raw.Pin 32,Voltage.1,Voltage.2,Voltage.3,Voltage.4,Voltage.5,Voltage.6,Voltage.7,Voltage.8,Voltage.9,Voltage.10,Voltage.11,Voltage.12,Voltage.13,Voltage.14,Voltage.15,Voltage.16
s,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
4.411,0.00335693,0.00244141,-0.000305176,0.000305176,0.00244141,0.00396729,0.00244141,0.00427246,0.00244141,0.00152588,0.000610352,0.00213623,0.00244141,0.00213623,0.000305176,0.00152588,0.0151851,0.0137157,0.0143123,0.0133356,0.0117397,0.0171399,0.0100885,0.0133315,0.016589,0.0201057,0.0154667,0.0139844,0.01575,0.013915,0.0127736,0.0130272
4.412,0.00244141,0.0012207,0.0012207,0.00396729,0.00244141,0.00183105,0.00152588,0.00152588,0.00305176,0.00183105,0.00183105,-0.000915527,0.000915527,0.00274658,0.00152588,0.000610352,0.0168636,0.0149364,0.0150753,0.0133356,0.0121974,0.0159192,0.011767,0.0139418,0.0159787,0.0173591,0.0139408,0.0138318,0.0155974,0.0145253,0.0103322,0.0111961
4.413,0.00518799,0.00274658,0.00183105,0.00152588,0.0012207,0.000610352,0.00427246,0.00152588,0.00305176,0.000610352,0.00213623,0.00274658,0.00213623,0.00183105,0.000915527,0.000915527,0.0156429,0.0129527,0.0133968,0.0128779,0.0118922,0.0160718,0.014361,0.0136367,0.016589,0.018885,0.01684,0.0135266,0.0146819,0.0133046,0.0115529,0.0136375
4.414,0.00396729,0.0012207,0,0.00183105,0.00213623,0.00152588,0.00183105,0.000305176,0.0012207,0.000610352,0.00274658,-0.00213623,0.00213623,0.00274658,0.00396729,0.0012207,0.0150325,0.0147838,0.0132442,0.013183,0.0111293,0.0159192,0.011767,0.0136367,0.0175045,0.0172065,0.0145512,0.0136792,0.0139189,0.0146779,0.0104848,0.010128
4.415,0.00213623,0.00244141,0.000610352,0.000305176,-0.000610352,0.000610352,0.000305176,0.00183105,0.00274658,0.000305176,0.000915527,0.000305176,0.00244141,0.00335693,0.00244141,0.000915527,0.0138118,0.0146312,0.015533,0.013183,0.0134181,0.0163769,0.0116144,0.0113478,0.0156735,0.0185798,0.0165348,0.0156628,0.0159026,0.0142202,0.0121632,0.0136375
4.416,0.00274658,-0.000610352,0,0.00213623,0.00213623,0.00305176,-0.000915527,0.00213623,0.000915527,0.00244141,0.0012207,0.00335693,0.00183105,0.00244141,0.000915527,0.00244141,0.0154903,0.0141734,0.0133968,0.013183,0.0102138,0.0151562,0.0114618,0.0140944,0.0164364,0.0172065,0.014246,0.0142895,0.0151396,0.013915,0.0107899,0.0125694
4.417,0.0012207,0.000305176,-0.000305176,0.000915527,0.0012207,0.00152588,0.00274658,0.00274658,0.000305176,0.000610352,0.000305176,0,0.00244141,0.00335693,0.00213623,-0.0012207,0.0153377,0.0149364,0.0112606,0.0110468,0.0115871,0.0168347,0.0126825,0.0160781,0.0175045,0.0176643,0.0165348,0.0136792,0.0159026,0.0152883,0.0130788,0.012722
4.418,0.00396729,-0.00183105,0.000305176,0.000610352,0.00549316,0.00244141,0.00335693,0.00183105,0.00213623,0.000305176,0.00152588,0,0.00244141,0.0012207,0.00366211,0.000915527,0.0151851,0.0150889,0.0133968,0.0137934,0.0114345,0.0151562,0.0120721,0.0140944,0.0182675,0.0159858,0.0160771,0.0129163,0.0155974,0.0155935,0.0120106,0.010891
4.419,0.00396729,0.0012207,0.00183105,0.000915527,0.00244141,0.000610352,0.00183105,0.00152588,0.00274658,0.00152588,0.000610352,-0.00335693,0.0012207,0.000915527,0.00366211,-0.00183105,0.0159481,0.0182933,0.012939,0.013183,0.0117397,0.0162244,0.011767,0.0130263,0.0175045,0.0175117,0.0160771,0.0158154,0.0165129,0.0143728,0.0107899,0.0121117
4.42,0.00305176,0,0.0012207,0,0.000610352,0.00427246,0.000915527,0.00213623,0.000305176,-0.000305176,0.000915527,-0.000915527,0.00244141,0.000305176,0.00152588,-0.000305176,0.0142696,0.0147838,0.0135494,0.0136408,0.0099086,0.0166821,0.0111566,0.0136367,0.0197934,0.0176643,0.0154667,0.0116956,0.0133086,0.0148305,0.0112477,0.0151634
4.421,0.00152588,-0.000915527,0.00152588,0.00183105,0.00244141,0.000610352,-0.000610352,0.00152588,-0.000610352,0.00396729,-0.00305176,0.000305176,0.000610352,0.00457764,0.000915527,0.000915527,0.0147274,0.0149364,0.0140071,0.013946,0.0118922,0.0168347,0.0106989,0.0150099,0.0170468,0.0173591,0.0165348,0.014137,0.0166655,0.0140676,0.0114003,0.0102806
4.422,0.00335693,0.000915527,0,0.000305176,0.00457764,0.000915527,0.00152588,0.00396729,0.00152588,0.0012207,0.00152588,0.000915527,0.000305176,0.00183105,0.00274658,-0.000610352,0.0153377,0.014326,0.0133968,0.0145563,0.0120448,0.0168347,0.0106989,0.011653,0.0175045,0.0175117,0.0176029,0.0138318,0.0159026,0.013915,0.0107899,0.012722
4.423,0.00152588,-0.000610352,0.00152588,0.000610352,0.00396729,-0.0012207,0.00274658,0.00183105,0.00457764,0.00213623,0.00244141,0.000915527,0.000915527,0.00152588,0.00335693,0.00213623,0.0161006,0.0155467,0.0135494,0.0136408,0.0111293,0.0175976,0.011767,0.0131789,0.0170468,0.0182746,0.0153141,0.0130688,0.0168181,0.0146779,0.0110951,0.0122642
4.424,0.00335693,0.000610352,0.000305176,0.000305176,0.00213623,0.00183105,0.00366211,0.00274658,0.00274658,0.00152588,0.000610352,0.00152588,0.00305176,0.00213623,0.000305176,0.000610352,0.0156429,0.0126475,0.0109554,0.0145563,0.0117397,0.0188183,0.011004,0.0139418,0.017352,0.0178169,0.015009,0.011543,0.0169707,0.0143728,0.0123158,0.0136375
4.425,0.000305176,0.000915527,0.00183105,0.00244141,0.00335693,0.00213623,0.00213623,0.00274658,0.00183105,0.00305176,0.000610352,0.000305176,0.000915527,0.000915527,0.00183105,0.00274658,0.0150325,0.0150889,0.0135494,0.013183,0.00975601,0.0174451,0.011767,0.0131789,0.0164364,0.0169014,0.0162297,0.0150525,0.0200225,0.0152883,0.0103322,0.00982284
4.426,0.00183105,0.00274658,0.00213623,0.0012207,0.00274658,0.0012207,0.000915527,0.00488281,0.00183105,-0.000915527,0.000915527,0.000610352,0.000915527,0.00396729,-0.00152588,0.000610352,0.0168636,0.0137157,0.0138546,0.013183,0.0105189,0.0179028,0.0108514,0.0133315,0.0176571,0.0184272,0.0153141,0.0127637,0.0162078,0.0134572,0.0123158,0.012722
4.427,0.00366211,0.00305176,0.000305176,0.0012207,0.00183105,0.00244141,0.00335693,0.00152588,0.00152588,0.00244141,-0.000305176,0.00335693,0.000305176,0.00274658,0.00213623,0.00396729,0.0151851,0.0152415,0.0135494,0.0118097,0.0114345,0.0171399,0.0122247,0.0153151,0.0171994,0.0173591,0.0139408,0.01078,0.0152922,0.0142202,0.0136891,0.0119591
4.428,0.00274658,0.000305176,0.0012207,0.00152588,0.00244141,-0.000305176,0.00305176,0.00244141,0.00518799,-0.0012207,0.00152588,-0.000305176,0.00549316,0.00305176,0.00274658,0.00244141,0.0156429,0.0141734,0.0149227,0.0137934,0.00960342,0.0175976,0.0113092,0.0140944,0.0171994,0.0184272,0.0156193,0.014137,0.0162078,0.0152883,0.0101796,0.0122642
4.429,0.00274658,0.00152588,0,0.000915527,0.00305176,0.000915527,0.00244141,0.00244141,0.00427246,0.00152588,0.00152588,0.00305176,0.00305176,0.00274658,0.0012207,0.00274658,0.0154903,0.014326,0.0159908,0.0133356,0.0099086,0.0151562,0.0100885,0.0125685,0.0152157,0.0191902,0.0169926,0.0147473,0.0152922,0.0140676,0.0129262,0.0107384
4.43,0.00152588,0.00152588,0.00183105,0.00274658,0.00213623,0,0.00213623,0.00427246,0.00244141,0.00274658,0.00152588,0.0012207,0.0012207,0.00244141,0.00183105,0.00152588,0.0147274,0.0158519,0.0132442,0.0134882,0.0125026,0.0168347,0.0113092,0.0134841,0.0162838,0.0178169,0.0157719,0.0144421,0.0149871,0.0142202,0.00926407,0.0136375
4.431,0.00213623,0.00152588,0.000915527,0.000610352,0.00183105,0.00305176,0.0012207,0.00213623,0.0012207,0.000915527,0.00305176,0.00213623,0.00152588,0.00213623,-0.000610352,0.00183105,0.014117,0.0121898,0.0132442,0.0133356,0.0134181,0.0163769,0.011767,0.0148574,0.0176571,0.0175117,0.0156193,0.0142895,0.0159026,0.0143728,0.0120106,0.0124168
4.432,0.00274658,0.0012207,0.00366211,0.000915527,0.00335693,0.0012207,0.00274658,0.00152588,0.00274658,0.000305176,0.000610352,0.000305176,0.00244141,0.00335693,0.00183105,0.00366211,0.0150325,0.0137157,0.0118709,0.0118097,0.0115871,0.0154614,0.0105463,0.0118056,0.0185727,0.0173591,0.0157719,0.016731,0.0166655,0.0146779,0.00941665,0.0102806
4.433,0.00305176,0.00305176,0.00244141,0,0.00152588,0.00244141,0.00396729,0.00183105,0.0012207,-0.0012207,0,0.00305176,0.00518799,-0.00244141,0.000915527,0.000610352,0.0161006,0.014326,0.0130916,0.0133356,0.0117397,0.0177502,0.0106989,0.0134841,0.0185727,0.0167488,0.0165348,0.014137,0.0155974,0.0143728,0.0117055,0.0111961
4.434,0.00213623,0.000915527,0,0.00183105,0.0012207,0.0012207,0.00244141,0.000610352,0.00396729,0.000915527,0.00213623,0.00152588,0.000915527,0.00244141,0.00457764,0.000305176,0.0159481,0.0152415,0.0124813,0.0130304,0.0111293,0.0179028,0.0122247,0.0136367,0.016589,0.0155281,0.0139408,0.0144421,0.0169707,0.0169667,0.0117055,0.0113487
4.435,0.00305176,0.00213623,0,0.00183105,-0.000915527,0.00244141,0.00244141,0.00396729,0,0.00244141,0.00213623,0.00213623,0.000610352,0.00305176,0.000915527,0.000915527,0.0148799,0.0150889,0.0133968,0.0124201,0.0112819,0.0174451,0.0108514,0.0131789,0.0170468,0.0146125,0.0163822,0.0142895,0.0143767,0.0143728,0.0120106,0.0118065
4.436,0.00305176,-0.000610352,0.0012207,0.0012207,0.00183105,0.00305176,0.00152588,0.00213623,0.00244141,0.00274658,0,0.00274658,0.000610352,0.00152588,0.00305176,0.0012207,0.0173213,0.0182933,0.0132442,0.013183,0.00914566,0.0151562,0.0105463,0.0133315,0.0197934,0.0170539,0.0172978,0.014137,0.0165129,0.0146779,0.0106374,0.0110435
4.437,0.00274658,0.000915527,0.00213623,-0.000305176,0.00305176,0.000305176,0.00396729,0,0.00244141,0.00152588,0.000305176,-0.000610352,0.00183105,0.00274658,0.00152588,0,0.0154903,0.0152415,0.013702,0.0137934,0.0115871,0.0171399,0.0126825,0.0118056,0.0175045,0.0173591,0.0171452,0.0132214,0.0155974,0.0155935,0.0132314,0.0136375
4.438,0.00305176,0.000915527,0.00183105,0.000305176,0.00244141,0.00213623,0.00274658,0.000915527,-0.00152588,0.0012207,0.00183105,0.00152588,-0.000915527,-0.00152588,0.00152588,0.00152588,0.0133541,0.0158519,0.0138546,0.0162348,0.0115871,0.0172925,0.0108514,0.0136367,0.0178097,0.0172065,0.0160771,0.0132214,0.0163603,0.0146779,0.0115529,0.0115013
4.439,0.00335693,0.00183105,0.000610352,0.00152588,0.00366211,0.00152588,0.0012207,0.000610352,0.000915527,0.00152588,-0.000305176,-0.000305176,0.00152588,0.00335693,0.00274658,-0.00183105,0.0156429,0.0153941,0.0114132,0.0125727,0.0109767,0.0171399,0.0103937,0.0137892,0.0170468,0.0202583,0.0192814,0.0142895,0.0152922,0.00994771,0.0088063,0.0121117
4.44,0.00427246,0.000915527,0.000610352,-0.000305176,0.00213623,0.00274658,0.0012207,0.000610352,-0.000305176,0,0.000305176,0.00427246,-0.0012207,0.00183105,0.00152588,0.00335693,0.0148799,0.0124949,0.0130916,0.0136408,0.0114345,0.0175976,0.0113092,0.0136367,0.0176571,0.0176643,0.0159245,0.0158154,0.0148345,0.0149831,0.0121632,0.0128746
4.441,0.00183105,0.000305176,0.00305176,0.00152588,0.00183105,0,0.00152588,0.00213623,0.00152588,0.00244141,-0.000305176,-0.000915527,0.0012207,0.00213623,0.00152588,0.00244141,0.0156429,0.0134105,0.0130916,0.013183,0.0118922,0.0200391,0.0116144,0.0134841,0.0146054,0.0152229,0.0159245,0.0145947,0.0184966,0.0123891,0.0107899,0.0128746
4.442,0.00274658,0.000915527,-0.000610352,-0.00152588,0.00213623,0.00183105,0.00274658,-0.000305176,0.0012207,0,0.00305176,0.000305176,0.00274658,0.00335693,0.00152588,0.000305176,0.0133541,0.0153941,0.0132442,0.013183,0.0125026,0.0157666,0.0106989,0.0145522,0.0168942,0.0178169,0.0166874,0.0104748,0.01575,0.0143728,0.0118581,0.0118065
4.443,0.00274658,-0.000610352,0.000610352,0.000305176,0.00396729,0,0.00396729,0.00244141,0.00518799,0.00183105,0.00244141,0.0012207,0,0.00457764,0.00183105,0.00152588,0.0185421,0.0161571,0.0138546,0.011352,0.00945083,0.0175976,0.0119196,0.0163832,0.0175045,0.0165962,0.0162297,0.0144421,0.0149871,0.0140676,0.0123158,0.0131798
4.444,0.0012207,0.00335693,-0.00213623,0.000305176,0.0012207,0.00274658,0.00183105,0.00335693,0.000610352,0.00244141,0.00183105,0.00335693,0.00274658,0.00183105,0.000305176,-0.000610352,0.0150325,0.0155467,0.0138546,0.0124201,0.0115871,0.0165295,0.0103937,0.0145522,0.0176571,0.0187324,0.0133305,0.0138318,0.0154448,0.0137624,0.0141469,0.0125694
4.445,0.00244141,0.00152588,0.00183105,0.00183105,0.00274658,0.00152588,0.00274658,0.00305176,0.00183105,0.000610352,0.00152588,-0.000305176,0.0012207,0.00183105,0.00183105,0.00396729,0.0145748,0.0147838,0.0158382,0.0136408,0.0111293,0.0183606,0.0120721,0.0137892,0.0181149,0.0169014,0.0160771,0.0126111,0.0174285,0.0149831,0.0123158,0.0130272
4.446,0.00427246,0.000610352,0.00244141,0.00213623,0.000610352,0.000610352,0.00305176,0.00427246,0.00213623,-0.000305176,0.00305176,0.00366211,0.00244141,0.00366211,0.000305176,0,0.0156429,0.0155467,0.0140071,0.0133356,0.0126552,0.0159192,0.0126825,0.0136367,0.0179623,0.0201057,0.0154667,0.0127637,0.0134612,0.0101003,0.0121632,0.0116539
4.447,0.00488281,0.00152588,0.0012207,0.00152588,0.00305176,0.000610352,0.00427246,0,0.00305176,0,0.00488281,-0.000915527,0.00396729,0.000915527,0.00549316,0.00183105,0.0145748,0.0144786,0.0133968,0.0128779,0.01235,0.0169873,0.0114618,0.0128737,0.0170468,0.0176643,0.0156193,0.0129163,0.0162078,0.0145253,0.0107899,0.0107384
4.448,0.00305176,0.00152588,0.00183105,0.000915527,0.00335693,0.0012207,0.00213623,0.00457764,0.00274658,0.00274658,0.00213623,-0.000305176,0.00152588,0.00305176,0.00610352,0.000915527,0.0148799,0.0146312,0.0127864,0.0142511,0.0144862,0.0159192,0.0111566,0.011653,0.0144528,0.0190376,0.0157719,0.0156628,0.0128508,0.0143728,0.0121632,0.0125694
4.449,0.00183105,-0.000305176,-0.000305176,0.000915527,0.00183105,0.00610352,-0.000915527,0.00427246,0.000915527,0.00427246,0.00152588,0.000915527,0.00152588,0.00305176,0.000610352,0.00244141,0.0151851,0.0146312,0.0133968,0.0134882,0.0111293,0.0151562,0.0116144,0.0128737,0.017352,0.0179695,0.0154667,0.0136792,0.0152922,0.0148305,0.00972183,0.012722
4.45,0.00183105,0.0012207,0.000915527,0.00183105,0.00183105,0.00183105,0.0012207,0.00274658,0.00183105,0.00274658,0.00305176,0,0.00305176,0.00335693,0.00244141,0.0012207,0.0148799,0.0140208,0.00897175,0.0107416,0.0115871,0.0172925,0.0139032,0.0137892,0.0170468,0.0172065,0.0139408,0.0136792,0.01575,0.0151357,0.0136891,0.0124168
4.451,0.00579834,-0.0012207,-0.000305176,0.00152588,0.00457764,0.000915527,0.00335693,0.00366211,0.000915527,0.000915527,0.000305176,0.000610352,0.00213623,0.00183105,0.00183105,0,0.0168636,0.0144786,0.0138546,0.0128779,0.0137233,0.0153088,0.0122247,0.0139418,0.0188778,0.0172065,0.0166874,0.014137,0.01575,0.0169667,0.0121632,0.0121117
4.452,0.00305176,0,0.00244141,0.00244141,0.00335693,0.00152588,0.00152588,0.00152588,0.00396729,0.000305176,0.000305176,-0.00213623,0.00183105,0.000915527,0.00549316,-0.000610352,0.0150325,0.0164622,0.0126339,0.0133356,0.0114345,0.0163769,0.0120721,0.0131789,0.017352,0.0185798,0.0147038,0.0142895,0.0152922,0.0143728,0.0114003,0.0116539
4.453,0.00335693,0.000915527,0.000915527,0.000305176,0.00244141,0.00274658,0.00274658,0.00152588,0.00213623,-0.000305176,0.000610352,0.0012207,0.00335693,0.000305176,0.00183105,0.000610352,0.0147274,0.0149364,0.012939,0.0136408,0.0111293,0.0162244,0.0125299,0.0139418,0.019946,0.0178169,0.0156193,0.0123059,0.0139189,0.0148305,0.0120106,0.0140953
4.454,0.00152588,-0.000915527,0.000915527,0.000305176,0.00335693,0.00183105,-0.0012207,0.00213623,0.000915527,0.00640869,-0.000305176,0,0.00488281,0.00366211,0.00183105,0.00274658,0.0150325,0.0149364,0.0123287,0.0133356,0.0105189,0.0153088,0.011767,0.014247,0.0170468,0.0167488,0.0156193,0.0129163,0.0163603,0.0154409,0.0109425,0.0119591
4.455,0.00183105,-0.000305176,0.000305176,0.000305176,0.00335693,0.00335693,0.00213623,0.00305176,0.0012207,0.0012207,0.000915527,0.00183105,0.00396729,0.00305176,-0.000305176,0.000610352,0.0159481,0.0144786,0.0121761,0.0136408,0.0117397,0.0165295,0.0122247,0.0127211,0.0161313,0.0173591,0.0171452,0.0126111,0.0146819,0.0149831,0.0103322,0.0122642
4.456,0.00274658,-0.00152588,0.00213623,-0.000610352,0.00396729,0.000305176,0.000610352,0.00213623,0.00274658,0.00183105,0.00274658,0.00213623,0,0.000915527,0.0012207,0.000915527,0.0154903,0.0149364,0.0123287,0.0118097,0.0112819,0.015614,0.0108514,0.0130263,0.0188778,0.0149177,0.0169926,0.013374,0.01575,0.0155935,0.0120106,0.0125694
4.457,0.00274658,0.000305176,0.00152588,-0.000305176,0.000915527,0.000610352,0.00274658,0.00213623,0.00183105,0.000305176,-0.000915527,-0.0012207,0.00213623,0.00183105,0.00244141,-0.00305176,0.0151851,0.0164622,0.012939,0.013183,0.0120448,0.0163769,0.011004,0.0134841,0.0170468,0.0172065,0.0159245,0.013374,0.0159026,0.0146779,0.0112477,0.0131798
4.458,0.00183105,0.00183105,0.00213623,0.000610352,0.00183105,0.00305176,0.00274658,-0.000915527,0.00305176,0.000915527,0,0.00152588,0.00152588,-0.0012207,0.00366211,0.000610352,0.0159481,0.0160045,0.0124813,0.0133356,0.0109767,0.0162244,0.00871521,0.0143996,0.0178097,0.0173591,0.01684,0.0118481,0.0149871,0.0148305,0.0112477,0.013485
4.459,0.00213623,0,0.00183105,0.000915527,0.00152588,-0.000305176,0.000610352,0.0012207,0.000915527,0.00244141,-0.00244141,0.00152588,0.000305176,0.00518799,0.00213623,0.000915527,0.0156429,0.0156993,0.0127864,0.0140986,0.0105189,0.0154614,0.011004,0.0130263,0.0171994,0.0175117,0.0163822,0.0135266,0.0162078,0.0140676,0.0106374,0.0125694
4.46,0.00274658,0,-0.000305176,-0.000610352,0.00183105,0.00183105,0.0012207,0.0012207,-0.000915527,0.000610352,0.000610352,0.00152588,0.000610352,0.000610352,-0.000915527,0.000915527,0.0144222,0.0152415,0.0140071,0.015777,0.0108241,0.0179028,0.00917298,0.0163832,0.0178097,0.0165962,0.0171452,0.0120007,0.0159026,0.0146779,0.0114003,0.0124168
4.461,0.00152588,0.0012207,0.00152588,-0.000305176,0.00427246,-0.000610352,0.00152588,0.00152588,0.00518799,0,0.00152588,0.000305176,0.00183105,0.000305176,0.00274658,0.00244141,0.016711,0.0147838,0.0133968,0.0128779,0.0108241,0.0165295,0.011004,0.0137892,0.0167416,0.0169014,0.0148564,0.0130688,0.0169707,0.0143728,0.0121632,0.00951767
4.462,0.00213623,0,0.000915527,-0.000610352,0.00152588,0.00152588,0.00335693,0.00152588,0.00183105,0.00274658,0.000915527,0.0012207,0.00305176,0.000915527,0.00274658,0.000610352,0.0153377,0.0135631,0.0138546,0.0134882,0.0117397,0.0177502,0.00963074,0.0140944,0.0178097,0.0176643,0.0159245,0.0129163,0.0165129,0.0142202,0.0124684,0.0122642
4.463,0,0.000305176,0.000610352,0.00183105,0.00244141,0.000610352,0.00152588,0.0012207,0.00213623,0.00427246,0.0012207,0,0.000305176,0.00244141,0.000915527,0.000915527,0.0157955,0.0152415,0.013702,0.0137934,0.0112819,0.0168347,0.0120721,0.0134841,0.0155209,0.0175117,0.0156193,0.0135266,0.0166655,0.0145253,0.0103322,0.0121117
4.464,0.00335693,0.00213623,0.00183105,0.00183105,0.00244141,0.000915527,0.00335693,0.00213623,0.00305176,0,0.0012207,0.000915527,0.000915527,0.00274658,-0.00183105,0.00213623,0.0168636,0.0146312,0.013702,0.0130304,0.0102138,0.0169873,0.00947815,0.0133315,0.0170468,0.0178169,0.0177555,0.0139844,0.0160552,0.0146779,0.0124684,0.0128746
4.465,0.00213623,0.000305176,0.00152588,0.000610352,0.00488281,0.00244141,0.00305176,0.00183105,0.00213623,0.00152588,0.000610352,0.0012207,0,0.00244141,0.00152588,0.000610352,0.0153377,0.0146312,0.0159908,0.0125727,0.0120448,0.0157666,0.0125299,0.0151625,0.0170468,0.0173591,0.0145512,0.0129163,0.01575,0.0143728,0.012621,0.0124168
4.466,0.00213623,0.00183105,0.0012207,0.000610352,0.00244141,0.000305176,0.00213623,0.00244141,0.00244141,-0.00335693,0.00183105,-0.000305176,0.00701904,0.00244141,0.00305176,0.00274658,0.0150325,0.0144786,0.0138546,0.013183,0.0117397,0.0172925,0.0120721,0.0134841,0.0161313,0.0175117,0.0174504,0.0135266,0.0165129,0.013915,0.00987442,0.0131798
4.467,0.00366211,0.000305176,-0.000610352,0.00183105,0.00305176,0.00244141,0.00274658,0.00274658,0.00274658,0.000915527,0.00305176,-0.000915527,0.00579834,0.00213623,0.000610352,0.00183105,0.0151851,0.0158519,0.0150753,0.0148615,0.0117397,0.0145459,0.0102411,0.0139418,0.0170468,0.0193428,0.0145512,0.0135266,0.0162078,0.0146779,0.0123158,0.0113487
4.468,0.000915527,0.0012207,0.0012207,0.00152588,0.000305176,0.00305176,0.00244141,0.00518799,0.00305176,0.00183105,0.00244141,0.00183105,0.0012207,0.00366211,0.00183105,0.00274658,0.0154903,0.0146312,0.0133968,0.013946,0.0108241,0.0168347,0.011767,0.0128737,0.0158261,0.0178169,0.0159245,0.013374,0.0139189,0.0145253,0.012621,0.0124168
4.469,0.00305176,0.00305176,-0.000915527,0.000915527,0.00213623,0.00213623,0.00274658,0.00305176,0.00183105,0,0.00305176,0.00152588,0.00213623,0.000305176,0.000915527,0.00183105,0.0127437,0.0126475,0.013702,0.0124201,0.0154018,0.0165295,0.0116144,0.0127211,0.0171994,0.0175117,0.015009,0.013374,0.0160552,0.0146779,0.0120106,0.0130272
4.47,0.00427246,0.00213623,0.00335693,0.000610352,0.00488281,0.00274658,0.00366211,0.00213623,0.00335693,0.00244141,0.000915527,0.000610352,0.000915527,0.00244141,0.00274658,0.00213623,0.0153377,0.0149364,0.012939,0.0122675,0.0109767,0.0166821,0.013598,0.0130263,0.0164364,0.0173591,0.0171452,0.0155102,0.0146819,0.013915,0.00972183,0.0104332
4.471,0.00396729,0.000915527,0.00183105,0,0.00152588,0,0.00427246,0.00183105,0.000305176,-0.0012207,0.00213623,-0.000305176,0.00549316,0,0.00305176,0.00183105,0.0157955,0.0150889,0.0138546,0.0130304,0.00914566,0.0163769,0.0120721,0.0140944,0.0170468,0.0175117,0.0160771,0.0123059,0.0159026,0.0145253,0.0115529,0.0150108
4.472,0.00366211,0.00152588,0.000915527,0.00152588,0.00305176,0.00305176,0.00244141,0.00305176,0.000305176,0.00183105,0.000915527,0,0.0012207,0.00152588,0.00335693,0.00335693,0.0142696,0.0163096,0.0130916,0.0116572,0.0128078,0.0191235,0.0139032,0.0136367,0.0170468,0.0158332,0.015009,0.0126111,0.0160552,0.0172719,0.0114003,0.010891
4.473,0.00335693,0.00152588,0.000610352,0.000305176,0.000305176,0.000610352,0.00366211,0.00549316,-0.0012207,0.000610352,0.00213623,0.00305176,0.00183105,0.00366211,0.00274658,0.000610352,0.0153377,0.0153941,0.0120235,0.0134882,0.0118922,0.0154614,0.011767,0.0136367,0.016589,0.0167488,0.0159245,0.0116956,0.0152922,0.0143728,0.0117055,0.0111961
4.474,0.00274658,-0.000305176,0.000915527,0.000915527,0.000915527,0.00366211,0.0012207,0.00152588,0.00152588,0.00274658,0.00152588,0.00274658,0.000610352,0.000915527,0.00213623,0.00183105,0.0151851,0.0152415,0.0135494,0.0124201,0.0099086,0.0143933,0.00993592,0.0133315,0.0193356,0.0173591,0.0159245,0.0123059,0.0166655,0.0149831,0.0106374,0.0124168
4.475,0.00183105,0.000915527,0.00244141,-0.00152588,0.00213623,0.00244141,0.00427246,0.00152588,0.00335693,-0.000915527,-0.000915527,0.0012207,0.00183105,0.00244141,0.00305176,0.00152588,0.0156429,0.0146312,0.0133968,0.0134882,0.0125026,0.0159192,0.0119196,0.0127211,0.0170468,0.0165962,0.0169926,0.0109326,0.0152922,0.016509,0.0112477,0.0165367
4.476,0.00457764,0.0012207,0.00213623,0.000610352,0.00335693,0.00213623,0.00457764,0.00152588,0.000610352,0.00244141,0.00213623,0.0012207,0.00152588,-0.0012207,0.000610352,0.00183105,0.0147274,0.0152415,0.0120235,0.0140986,0.0117397,0.0163769,0.0122247,0.0139418,0.0171994,0.0170539,0.0154667,0.0129163,0.0160552,0.0155935,0.0117055,0.0121117
4.477,0.00335693,0.00244141,0.0012207,0.0012207,0.00305176,0.000915527,0.00152588,0.00213623,0.00213623,-0.000305176,0.000305176,0.000305176,0.000610352,0,0.00244141,0.00152588,0.014117,0.0144786,0.0124813,0.0137934,0.0114345,0.0165295,0.0132928,0.0133315,0.0168942,0.0164436,0.0189762,0.0138318,0.0160552,0.0120839,0.0088063,0.0128746
4.478,0.00152588,0.00152588,0.000610352,-0.000610352,0.00244141,0.00274658,-0.000305176,0.00183105,-0.000915527,0.000305176,0.000305176,0.00366211,-0.00152588,0.00366211,0.00305176,0.00427246,0.0145748,0.0158519,0.013702,0.0144037,0.0114345,0.0175976,0.0113092,0.0139418,0.0179623,0.0184272,0.0160771,0.0118481,0.0151396,0.0145253,0.0115529,0.013485
4.479,0.00274658,0.000610352,0.00183105,0.000610352,0.00213623,-0.000305176,0.0012207,0.00244141,0.00213623,0.00244141,-0.0012207,0.00183105,0.000915527,0.00213623,0.00152588,0.00213623,0.0153377,0.0146312,0.0133968,0.0121149,0.0115871,0.0183606,0.0122247,0.0134841,0.0146054,0.0152229,0.0151615,0.0150525,0.018344,0.0134572,0.0117055,0.0111961
4.48,0.00305176,0,0.000305176,-0.00244141,0.00213623,0,0.00488281,-0.000915527,0.00183105,0.00152588,0.00244141,0.00152588,0.00305176,0.00213623,0.00244141,0.000305176,0.0154903,0.0147838,0.013702,0.0136408,0.0114345,0.0166821,0.011004,0.0136367,0.016589,0.0164436,0.0148564,0.0120007,0.0155974,0.0152883,0.0112477,0.0128746
