Time,Raw.Pin 17,Raw.Pin 18,Raw.Pin 19,Raw.Pin 20,Raw.Pin 21,Raw.Pin 22,Raw.Pin 23,Raw.Pin 24,Raw.Pin 25,Raw.Pin 26,Raw.Pin 27,Raw.Pin 28,Raw.Pin 29,Raw.Pin 30,Raw.Pin 31,Raw.Pin 32,Voltage.1,Voltage.2,Voltage.3,Voltage.4,Voltage.5,Voltage.6,Voltage.7,Voltage.8,Voltage.9,Voltage.10,Voltage.11,Voltage.12,Voltage.13,Voltage.14,Voltage.15,Voltage.16
s,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
2.605,0.00183105,0,0.00183105,0.0012207,0.000915527,0.00183105,0,0.00152588,0.00213623,0.00244141,0,-0.000610352,0.00244141,0.00183105,0.00366211,0.0012207,0.0189998,0.0155467,0.0150753,0.0128779,0.0109767,0.0166821,0.0126825,0.0139418,0.0167416,0.0176643,0.0140934,0.0127637,0.0171233,0.0143728,0.0112477,0.0128746
2.606,0.00305176,0.00152588,0.00183105,0.000915527,0.0012207,0.00244141,0.00335693,0.00427246,-0.000915527,0.00183105,0.00183105,0.00274658,0.00244141,0.00366211,0.00396729,0,0.0153377,0.0155467,0.0132442,0.0151667,0.0117397,0.0186658,0.0113092,0.0130263,0.0170468,0.0175117,0.0165348,0.0130688,0.0151396,0.0143728,0.0120106,0.0133324
2.607,0.00305176,-0.00152588,0.00152588,0.000915527,0.00457764,0.00152588,0.00335693,0.00274658,0.00427246,0,0.00274658,0.00213623,0.00305176,0.0012207,0.00366211,0.00183105,0.0154903,0.0161571,0.0138546,0.0134882,0.0108241,0.0159192,0.0119196,0.0134841,0.0162838,0.0165962,0.0162297,0.0138318,0.0168181,0.0142202,0.0121632,0.0125694
2.608,0.00305176,0.00152588,0.00213623,0.000610352,0.00396729,0.00244141,0.00274658,0.00305176,0.00549316,0.00183105,0.000915527,0.000305176,0.0012207,0.00152588,0.00305176,0.000305176,0.0147274,0.0160045,0.0133968,0.013183,0.0105189,0.0171399,0.0114618,0.0143996,0.0184201,0.0152229,0.01684,0.0132214,0.0165129,0.0146779,0.0112477,0.013485
2.609,0.00274658,0.000915527,0.0012207,0.00213623,0.000915527,0.00396729,0.00457764,0.0012207,0.00183105,0.00274658,0.00305176,-0.000305176,0.00366211,-0.000610352,0.00213623,0.00152588,0.0148799,0.0149364,0.012939,0.0148615,0.0111293,0.0166821,0.011767,0.0159255,0.0170468,0.0179695,0.0157719,0.0124585,0.01575,0.0143728,0.0127736,0.010891
2.61,0.00335693,0.000610352,0.00183105,0.00213623,0.00335693,-0.000305176,0.00244141,0.00244141,0.00366211,0.00213623,-0.00213623,0.0012207,0.000915527,0.00579834,0.000305176,0.0012207,0.0156429,0.0144786,0.0130916,0.0127253,0.0109767,0.0169873,0.0113092,0.0136367,0.016589,0.0172065,0.0166874,0.0132214,0.0165129,0.0137624,0.0110951,0.0130272
2.611,0.00305176,0.000915527,-0.000305176,-0.000610352,0.00274658,0.00213623,0.00244141,0.00213623,0.000610352,0.000305176,0.00183105,0.00244141,0.00244141,0.00274658,0.00274658,0.000305176,0.0144222,0.0138682,0.0135494,0.0144037,0.0118922,0.0163769,0.0108514,0.0133315,0.0168942,0.0170539,0.0169926,0.0129163,0.0146819,0.0123891,0.0117055,0.0125694
2.612,0.00213623,0.0012207,0.0012207,-0.000305176,0.00305176,-0.000610352,0.00274658,0.00305176,0.00427246,0.00152588,0.00183105,0.000305176,0.00152588,0.00244141,0.00396729,0.00274658,0.0142696,0.0128001,0.0133968,0.0130304,0.0117397,0.0172925,0.0108514,0.0127211,0.0152157,0.0167488,0.0163822,0.013374,0.0163603,0.0143728,0.0110951,0.0128746
2.613,0.00274658,0.000915527,0.000915527,0.000305176,0.00152588,0.0012207,0.00549316,0.000915527,0.000305176,-0.000305176,0.000610352,0.00183105,0.00396729,0.00152588,0.000915527,0.00152588,0.0151851,0.0129527,0.0118709,0.0137934,0.0105189,0.0183606,0.0123773,0.0136367,0.0167416,0.0153755,0.015009,0.0124585,0.01575,0.0136098,0.0120106,0.0130272
2.614,0,0,0.000305176,0.00305176,0.000915527,0.00213623,0.00244141,0.00305176,0.00305176,0.000305176,0.00335693,0.000305176,0.000915527,0.00183105,0.00305176,0.00152588,0.0157955,0.0150889,0.013702,0.0127253,0.0108241,0.0166821,0.0105463,0.0147048,0.0152157,0.0179695,0.0148564,0.0126111,0.0178862,0.0149831,0.0107899,0.0102806
2.615,0.00183105,0.00244141,0.00274658,0.0012207,0.00366211,0.00152588,0.00244141,0.00183105,0,-0.000610352,0.000610352,0.00183105,0.00152588,0.00579834,-0.000915527,0.00152588,0.0186946,0.0147838,0.0138546,0.0115046,0.0112819,0.0163769,0.00978333,0.0130263,0.0167416,0.0159858,0.0162297,0.0124585,0.0159026,0.0140676,0.0120106,0.0128746
2.616,0.000915527,0.00213623,0.000610352,0.000915527,0.00427246,0.00274658,0.00183105,0.000305176,0.00274658,0.000305176,0.000915527,0.0012207,0.000610352,0,0.0012207,0.00244141,0.0145748,0.014326,0.0140071,0.0125727,0.0105189,0.0169873,0.0120721,0.0148574,0.0175045,0.0172065,0.0136357,0.0112378,0.0151396,0.013915,0.0132314,0.0116539
2.617,0.00183105,0.00244141,0.0012207,0.000610352,0.00183105,0,0.00244141,0.00183105,0.00305176,-0.00244141,0.000915527,0.000915527,0.00488281,0.00213623,0.00305176,0.00152588,0.0156429,0.0144786,0.0130916,0.013183,0.0117397,0.0162244,0.011004,0.0136367,0.0164364,0.0173591,0.01684,0.0123059,0.0159026,0.013915,0.0115529,0.0125694
2.618,0.00152588,0.0012207,-0.000610352,0.0012207,0.000610352,0,0.00396729,-0.000305176,0.00305176,0.0012207,0.00366211,0.000305176,0.00274658,0.000915527,0.000915527,0.00213623,0.0150325,0.0170726,0.0161434,0.0125727,0.0102138,0.0134778,0.00932556,0.0133315,0.0168942,0.0199531,0.0156193,0.0129163,0.0148345,0.0148305,0.0117055,0.0102806
2.619,0.0012207,0,-0.000305176,0.00152588,-0.0012207,0.00183105,0.00213623,0.00366211,0.00152588,0.000915527,0.0012207,0.000305176,0.000305176,0.00305176,0.00366211,0.0012207,0.0154903,0.0152415,0.0146175,0.0127253,0.0118922,0.0166821,0.0120721,0.0133315,0.0156735,0.0173591,0.0180607,0.0130688,0.013156,0.0145253,0.00987442,0.0133324
2.62,0.00183105,0.00152588,0.000610352,0.00183105,0.00244141,0.00152588,0.00366211,0.00335693,0.000305176,-0.000305176,0.00244141,0.00152588,0.00274658,0.0012207,-0.00366211,0.00183105,0.0133541,0.0118846,0.0143123,0.0147089,0.0134181,0.0159192,0.0108514,0.0137892,0.0162838,0.0175117,0.0133305,0.0130688,0.0146819,0.0149831,0.0115529,0.0125694
2.621,0.00244141,-0.000610352,0.00427246,-0.000305176,0.00305176,0.00183105,0.00213623,0.0012207,0.00244141,0.0012207,0.000915527,-0.000610352,0.000915527,0.00213623,0.000915527,0.000915527,0.0147274,0.0158519,0.0138546,0.00967351,0.0115871,0.0159192,0.0122247,0.0119582,0.0159787,0.0173591,0.0171452,0.0145947,0.0181914,0.0143728,0.00956924,0.00982284
2.622,0.00305176,0.000915527,0.000610352,0.000305176,0.000915527,0.00183105,0.00152588,0.00305176,0,-0.000915527,0.0012207,0,0.00396729,0.000610352,0.00152588,0.000915527,0.0151851,0.0156993,0.0130916,0.0130304,0.0120448,0.0163769,0.0119196,0.0133315,0.0171994,0.0185798,0.0151615,0.0116956,0.0149871,0.0129995,0.0110951,0.012722
2.623,0.00366211,0.0012207,0.000305176,0.00152588,0.00274658,0.00152588,0.00152588,0.000305176,0.00274658,0.000915527,0.00244141,-0.000915527,0.00305176,0.00213623,0.00366211,0.00152588,0.0150325,0.0144786,0.0124813,0.0142511,0.0111293,0.0179028,0.0131403,0.0137892,0.0168942,0.0152229,0.0134831,0.0118481,0.0160552,0.0189504,0.0112477,0.0122642
2.624,0.00213623,0.00152588,0.000305176,0,-0.000610352,0.000305176,0.00152588,0.00366211,-0.00152588,0.00213623,0.00152588,0.00274658,0.00152588,0.00244141,0.00183105,0.00244141,0.0148799,0.0149364,0.0140071,0.013183,0.0121974,0.0169873,0.0114618,0.0133315,0.0171994,0.0170539,0.0153141,0.0121533,0.0140715,0.0143728,0.0109425,0.0125694
2.625,0.00305176,0.000610352,0,0.00183105,0.00213623,0.000915527,0.00244141,0.00335693,0.000305176,0.00366211,-0.0012207,0.00244141,0.000915527,0.000305176,0.00488281,0.000915527,0.0168636,0.0170726,0.0127864,0.0130304,0.00838272,0.0142407,0.011767,0.0147048,0.0193356,0.0172065,0.0166874,0.0113904,0.0152922,0.0149831,0.0104848,0.0130272
2.626,0.00427246,0.000305176,0.00488281,-0.00152588,0.0012207,0.00183105,0.00335693,0.00305176,0.00274658,0.00183105,0.000610352,-0.0012207,0.00366211,0.00305176,0.00152588,0.00183105,0.0150325,0.0147838,0.0117183,0.0134882,0.0114345,0.015614,0.011767,0.0119582,0.0167416,0.0172065,0.0156193,0.0109326,0.0154448,0.0149831,0.0110951,0.0145531
2.627,0.00366211,-0.000305176,0.0012207,0,0.00488281,0.00366211,0.00488281,0.00183105,0.0012207,0.00335693,0.00244141,0.000915527,0.00152588,0.000915527,0.00274658,0.0012207,0.0135067,0.0152415,0.0118709,0.0151667,0.0114345,0.0172925,0.011767,0.0139418,0.0175045,0.0175117,0.0162297,0.0136792,0.0186492,0.0148305,0.0124684,0.012722
2.628,0.00335693,0.00274658,0.00274658,0.00244141,0.00183105,0.0012207,0.00366211,0.00549316,0.0012207,0.000305176,0.0012207,0.000915527,0.000915527,0.00305176,0.00305176,-0.00183105,0.0162532,0.0150889,0.0120235,0.013183,0.01235,0.0174451,0.011004,0.0121108,0.0171994,0.0172065,0.0188237,0.0118481,0.0152922,0.0111684,0.00850113,0.0124168
2.629,0.00244141,0.000610352,0.00213623,0.000610352,0.00335693,0.00213623,0.00213623,0.000915527,0.0012207,0.00305176,0.00183105,0.00396729,-0.000305176,0.00305176,0.00244141,0.00488281,0.0154903,0.0149364,0.0158382,0.0127253,0.0105189,0.0172925,0.0113092,0.0134841,0.0167416,0.0178169,0.0165348,0.0120007,0.0169707,0.0143728,0.0117055,0.0128746
2.63,0.00152588,0.00152588,0.00244141,0.00183105,0.00305176,0.000305176,0.00305176,0.00213623,0.00244141,0.00305176,-0.000610352,0.00213623,0.00274658,0.00366211,0.00335693,0.00335693,0.0168636,0.014326,0.0141597,0.0137934,0.0121974,0.0195813,0.0113092,0.0136367,0.0144528,0.0155281,0.0143986,0.0112378,0.0197173,0.0146779,0.0120106,0.013485
2.631,0.00274658,0.000915527,0.000915527,-0.000305176,0.00305176,0.000915527,0.00549316,0.000915527,0.00305176,0.00183105,0.00488281,0.00152588,0.00335693,0.00335693,0.00152588,0.00274658,0.0150325,0.0152415,0.0127864,0.0140986,0.0120448,0.0177502,0.0111566,0.0150099,0.0176571,0.0179695,0.0160771,0.0100171,0.0174285,0.0148305,0.0115529,0.0118065
2.632,0.00396729,0.00183105,0.000915527,0.000915527,0.00366211,0.00183105,0.00335693,0.00183105,0.00396729,0.00152588,0.00152588,0.0012207,0.00213623,0.00213623,0.00305176,0.00183105,0.0180843,0.0152415,0.0140071,0.0108942,0.00838272,0.0166821,0.0122247,0.0157729,0.0164364,0.0194953,0.0160771,0.0129163,0.0159026,0.0152883,0.0121632,0.0125694
2.633,0.00213623,0.00305176,-0.0012207,0.000305176,0.00305176,0.00579834,0.00366211,0.00549316,0.00244141,0.0012207,0,0.00244141,0.00244141,0.00183105,0.00305176,0.000610352,0.0147274,0.0149364,0.0146175,0.0130304,0.0112819,0.0153088,0.0103937,0.0134841,0.0167416,0.0176643,0.0160771,0.0127637,0.0160552,0.0140676,0.0141469,0.0121117
2.634,0.00152588,0.00152588,0.000915527,0.0012207,0.000610352,0.00183105,0.000915527,0.0012207,0.00183105,0.00213623,0.00152588,-0.000305176,-0.00183105,0.0012207,-0.000610352,0.00366211,0.0156429,0.0150889,0.0164486,0.013183,0.0111293,0.0171399,0.011767,0.0145522,0.0184201,0.0164436,0.0160771,0.0136792,0.018344,0.0148305,0.0114003,0.0124168
2.635,0.00488281,0.000305176,0.00213623,0.00305176,0.000305176,0.00152588,0.00335693,0.000915527,0.000305176,-0.000610352,0.000915527,0.0012207,0.00244141,0.00396729,0.00152588,0.00152588,0.0156429,0.0140208,0.013702,0.013183,0.0115871,0.0160718,0.0125299,0.0134841,0.0168942,0.0196479,0.0157719,0.0132214,0.0120879,0.0102529,0.0117055,0.0110435
2.636,0.00427246,0.000305176,0.000610352,0.000305176,0.00427246,0.00183105,0.0012207,-0.000915527,0.000610352,0.00183105,0.00244141,-0.00183105,0.00335693,0.00152588,0.00305176,0.00152588,0.0147274,0.0144786,0.0127864,0.0118097,0.0111293,0.0166821,0.011767,0.0140944,0.0170468,0.0167488,0.0157719,0.0130688,0.0149871,0.0142202,0.0109425,0.0113487
2.637,0.00244141,0.0012207,-0.000305176,0.000305176,0.00183105,0.00152588,0.00183105,0.000915527,0.0012207,0.000305176,0.0012207,0.00152588,0.00183105,0.00213623,0.00274658,0.000610352,0.0150325,0.0152415,0.012939,0.0137934,0.0138759,0.0172925,0.00978333,0.0111952,0.0144528,0.0179695,0.0159245,0.0150525,0.0151396,0.0149831,0.0114003,0.0124168
2.638,0.00183105,-0.000305176,-0.00274658,0.000305176,0.000915527,0.00488281,0.000610352,0.00183105,0.000610352,0.00366211,0.000610352,0.00152588,0.00274658,0.000610352,0.000610352,0.00244141,0.0147274,0.0146312,0.0123287,0.0134882,0.0112819,0.0160718,0.0106989,0.0150099,0.0171994,0.0173591,0.0151615,0.013374,0.0155974,0.0149831,0.0118581,0.0116539
2.639,0.00274658,0.000305176,0.000305176,0.0012207,0,0.00244141,0.00152588,0.00244141,0,0.0012207,0.00213623,-0.000305176,0.00366211,0.00305176,0.000915527,0.000305176,0.0156429,0.0152415,0.0114132,0.0115046,0.0114345,0.0168347,0.011767,0.0130263,0.019183,0.0179695,0.0165348,0.013374,0.0152922,0.0152883,0.0114003,0.0125694
2.64,0.00396729,-0.000915527,0.0012207,0.000305176,0.00335693,0.00152588,0.00274658,0.00213623,0.0012207,0.000610352,0.000915527,0.000915527,0.00152588,0.00183105,0.000915527,0.0012207,0.0156429,0.0156993,0.0120235,0.013183,0.0112819,0.0157666,0.0113092,0.0130263,0.0175045,0.0153755,0.0165348,0.013374,0.0180388,0.0171193,0.0130788,0.0130272
2.641,0.00183105,0.0012207,0.00244141,0,0.00274658,0,0.0012207,0.000915527,0.00305176,0.0012207,-0.00152588,-0.000305176,0,0.00213623,0.00274658,-0.00305176,0.0151851,0.0172252,0.0135494,0.0133356,0.0121974,0.0171399,0.00993592,0.0134841,0.016589,0.0179695,0.0151615,0.0145947,0.0160552,0.0136098,0.0115529,0.0113487
2.642,0.000610352,0.00244141,0.00152588,0.000915527,0,0.00213623,0.00244141,0.00274658,0.000610352,0.000610352,0.00183105,0.000610352,0.00305176,-0.000915527,0.00457764,0.000305176,0.0148799,0.0155467,0.0140071,0.0145563,0.0106715,0.0169873,0.0102411,0.0147048,0.019946,0.0175117,0.0156193,0.0109326,0.0162078,0.0146779,0.0114003,0.0147057
2.643,0.00244141,-0.000305176,0.000915527,0.00152588,0.00305176,-0.000305176,0,0.00183105,0.00305176,0.00396729,-0.00183105,0,0.00305176,0.00549316,0.00244141,0.00183105,0.0151851,0.0150889,0.0126339,0.0118097,0.0121974,0.0168347,0.0126825,0.0145522,0.0168942,0.0170539,0.0160771,0.0129163,0.0169707,0.0143728,0.0109425,0.0131798
2.644,0.00396729,0.000610352,0.000610352,0.000915527,0.00152588,0.0012207,0.000610352,0.00274658,0.000305176,0.0012207,0.00183105,0.00366211,0.0012207,0.00518799,0.00152588,0.0012207,0.0156429,0.0150889,0.0133968,0.0153193,0.0115871,0.0166821,0.00917298,0.0113478,0.0168942,0.0182746,0.0179081,0.013374,0.0160552,0.0148305,0.0114003,0.0111961
2.645,0.00274658,0.00183105,0.0012207,-0.000305176,0.00457764,-0.000305176,0.000610352,0.00335693,0.00488281,0.00183105,0.00274658,0.00152588,0.00244141,0.000610352,0.00366211,0.00213623,0.0162532,0.0156993,0.0143123,0.0127253,0.0115871,0.0172925,0.0102411,0.0145522,0.0162838,0.0161384,0.0157719,0.0132214,0.0159026,0.0143728,0.0118581,0.0113487
2.646,0.00274658,0.000305176,0.00213623,-0.00244141,0.00335693,0.00274658,0.00366211,0.00183105,0.00305176,0.0012207,0,0.00396729,0.00274658,0.00274658,0.0012207,-0.000305176,0.014117,0.0114268,0.0117183,0.0134882,0.0112819,0.0189709,0.0111566,0.0147048,0.0159787,0.0173591,0.0163822,0.0121533,0.0154448,0.0142202,0.012621,0.0125694
2.647,0.0012207,0.00183105,0.00152588,0.00274658,0.00396729,0.00366211,0.00305176,0.0012207,0.00244141,0.00335693,0.000610352,0.00213623,-0.000305176,0.00213623,0.00244141,0.00183105,0.0161006,0.0147838,0.0143123,0.0137934,0.0114345,0.0171399,0.0105463,0.014247,0.0149106,0.0173591,0.0159245,0.0127637,0.0178862,0.0145253,0.00911148,0.010891
2.648,0.00213623,0.00152588,0.0012207,0.00152588,0.00305176,0.00183105,0.00305176,0.00213623,0.00305176,0.0012207,0.000915527,0,0.00244141,0.00488281,-0.00152588,0.000610352,0.0173213,0.0161571,0.0130916,0.0121149,0.0103664,0.0162244,0.0106989,0.0130263,0.0161313,0.0155281,0.01684,0.0135266,0.01575,0.0148305,0.0121632,0.0121117
2.649,0.00335693,0.0012207,0.00183105,-0.000305176,0.00305176,0.00213623,0.00274658,0.00152588,0.00274658,0.0012207,0.000610352,0.00274658,0.000610352,0.00427246,0.00244141,0.00183105,0.0153377,0.0141734,0.013702,0.0125727,0.0144862,0.0169873,0.00993592,0.0148574,0.0158261,0.0167488,0.0140934,0.0116956,0.0155974,0.0142202,0.0133839,0.0124168
2.65,0.00305176,0,0.00183105,0.000610352,0.000610352,0.0012207,0.00213623,0.00366211,0.00305176,-0.0012207,0.0012207,0.00152588,0.00488281,0.0012207,0.00213623,0.00244141,0.0161006,0.0144786,0.0106502,0.0125727,0.0115871,0.0177502,0.0113092,0.0140944,0.0171994,0.0176643,0.01684,0.0123059,0.0151396,0.0136098,0.0114003,0.0133324
2.651,0.000305176,0.000305176,0.000305176,0.00244141,0.00152588,0.00183105,0.00183105,0.0012207,0.00274658,0.00183105,0.00335693,0.00152588,0.00274658,0.00274658,0.00244141,0.00152588,0.0136592,0.014326,0.0143123,0.0122675,0.0128078,0.0146985,0.0108514,0.0130263,0.0164364,0.0182746,0.0154667,0.0123059,0.0155974,0.0145253,0.0121632,0.0110435
2.652,0.00183105,0.000610352,0.000915527,0.00152588,0,0.00274658,0.00305176,0.00488281,0.00274658,0.000305176,0.00213623,0.00183105,0.00244141,0.00244141,0.00213623,0.000610352,0.0153377,0.0138682,0.0127864,0.0104364,0.01235,0.0169873,0.011767,0.0148574,0.0162838,0.0179695,0.0151615,0.0130688,0.0151396,0.013915,0.0109425,0.0119591
2.653,0.00213623,-0.000305176,0.00183105,0.000610352,0.00305176,0.00366211,0.00244141,0.00366211,0.00213623,0.00152588,0.00274658,0.000915527,0.00152588,0.000305176,0.0012207,0.00213623,0.0133541,0.0140208,0.012939,0.0130304,0.0120448,0.0153088,0.0116144,0.0136367,0.0159787,0.0147651,0.0156193,0.013374,0.0151396,0.0148305,0.0109425,0.0116539
2.654,0.00274658,0.000610352,0.00396729,0.0012207,0.00274658,0.00244141,0.00274658,0.00274658,0.00274658,0.00244141,-0.000305176,0.000610352,0.0012207,0.00183105,0.00244141,0.00213623,0.0162532,0.0150889,0.0141597,0.0128779,0.01235,0.0165295,0.0128351,0.0137892,0.0164364,0.0135444,0.0157719,0.0135266,0.0186492,0.0140676,0.0109425,0.0119591
2.655,0.00335693,0.00152588,0.00152588,0,0.00152588,0.00183105,0.00244141,0,0.000610352,0.000610352,0.0012207,0.0012207,0.00244141,-0.0012207,-0.000305176,0.00152588,0.0145748,0.0152415,0.0127864,0.0134882,0.0117397,0.0166821,0.0116144,0.0131789,0.0171994,0.0173591,0.0157719,0.0120007,0.0145293,0.0151357,0.0139943,0.0121117
2.656,0.00152588,0.000305176,0,0.0012207,0.00305176,0.00183105,0.00152588,0.00152588,0.00213623,0.00152588,0.000915527,-0.000915527,0.00244141,0.00183105,0.00488281,-0.000305176,0.0148799,0.0155467,0.011108,0.0133356,0.0117397,0.0168347,0.0123773,0.0139418,0.0187252,0.0158332,0.0159245,0.0127637,0.0160552,0.0151357,0.0107899,0.0124168
2.657,0.00305176,0.00152588,0.000610352,-0.0012207,0.00152588,0.000915527,0.00244141,0.00274658,-0.00152588,0.00305176,-0.000915527,0.00518799,0.000610352,0.00244141,0,0.000610352,0.0157955,0.0147838,0.0132442,0.0133356,0.0118922,0.0169873,0.00978333,0.0139418,0.0170468,0.0165962,0.0156193,0.0132214,0.0148345,0.0129995,0.0118581,0.013485
2.658,0.00183105,0.0012207,0.000915527,0.000915527,0.000915527,0.00244141,0.0012207,0.00183105,0.00335693,0.00335693,-0.00152588,0.0012207,0.000610352,0.000915527,0.00213623,0.00366211,0.0151851,0.0170726,0.0140071,0.0133356,0.0102138,0.0165295,0.0125299,0.0128737,0.0167416,0.0172065,0.0157719,0.0135266,0.0172759,0.013915,0.0107899,0.0125694
2.659,0.000915527,0.000305176,0.00183105,-0.00366211,0.00213623,0.000915527,0.00579834,0,0.00396729,0.0012207,0.000610352,0.000305176,0.00335693,0.00244141,0.00213623,-0.0012207,0.0154903,0.0152415,0.0126339,0.0142511,0.0121974,0.0157666,0.0111566,0.014247,0.0159787,0.0172065,0.0182133,0.0116956,0.0166655,0.0142202,0.0124684,0.0137901
2.66,0.0012207,-0.0012207,0.000610352,0.000915527,0.00335693,0.0012207,0.00305176,0.0012207,0.000915527,0.00152588,0.00183105,0.000305176,0.0012207,0.000305176,0.00244141,0.000915527,0.0151851,0.0146312,0.0146175,0.0136408,0.00975601,0.0171399,0.0120721,0.0139418,0.0171994,0.0170539,0.0171452,0.0124585,0.0163603,0.0142202,0.0118581,0.0121117
2.661,0.00274658,0.00427246,0.000305176,0.00152588,0.000610352,0.0012207,0.00366211,0.00183105,0.00213623,-0.00152588,0,0.00183105,0.00274658,0.00152588,0.00183105,-0.000610352,0.0156429,0.0144786,0.0133968,0.0136408,0.0118922,0.0162244,0.0100885,0.0134841,0.0171994,0.0173591,0.0169926,0.0152051,0.0177336,0.0145253,0.0117055,0.0113487
2.662,0.00213623,0.000610352,0.00152588,0.000610352,0.00335693,0.00274658,0.00183105,-0.000610352,0.00213623,0.000305176,0.000610352,0.000915527,-0.000610352,0.00213623,0.000610352,0.00366211,0.0161006,0.0123424,0.0121761,0.0130304,0.0114345,0.0166821,0.011767,0.014247,0.0167416,0.0179695,0.01684,0.0132214,0.0165129,0.0145253,0.0112477,0.0111961
2.663,0.00274658,0.000610352,0.00213623,0.00152588,0.00152588,0.000610352,0.00274658,0.000610352,-0.000610352,0.00152588,0.000305176,0.000915527,0.0012207,0.00457764,0.00213623,0.00183105,0.0153377,0.0150889,0.015533,0.0133356,0.0131129,0.0169873,0.0116144,0.0130263,0.0156735,0.0173591,0.0166874,0.0132214,0.01575,0.0134572,0.0114003,0.013485
2.664,0.00183105,0.000305176,-0.00244141,0.000610352,0.00274658,0.000915527,0.00305176,0,0.00213623,0.00183105,0.00457764,0.00305176,0.00152588,0.00305176,0.00152588,0.000915527,0.0153377,0.0152415,0.0144649,0.0119623,0.0121974,0.0166821,0.0114618,0.0143996,0.0158261,0.0170539,0.0145512,0.0104748,0.0143767,0.0143728,0.0123158,0.0128746
2.665,0.00213623,0.000610352,0.000305176,0.000610352,0.000610352,0.000915527,0.00183105,0.00335693,0.00366211,0.000915527,0.00366211,-0.000610352,0.00213623,0.00427246,0.00213623,0.00183105,0.0156429,0.0170726,0.013702,0.0119623,0.0112819,0.0163769,0.0114618,0.0143996,0.0153683,0.0178169,0.0156193,0.0136792,0.0163603,0.015746,0.0118581,0.0111961
2.666,0.00305176,0.0012207,-0.0012207,0.00305176,0.00152588,0.00305176,0.00274658,0.00305176,0.00213623,0.00152588,0.00213623,0.00244141,0.00305176,0.0012207,0,0.00274658,0.0157955,0.0152415,0.0164486,0.0130304,0.0108241,0.0150037,0.0102411,0.0150099,0.0170468,0.0194953,0.0134831,0.0132214,0.0165129,0.0140676,0.012621,0.0130272
2.667,0.00213623,0.00183105,0.00244141,0.0012207,0.00213623,0.00213623,0.00305176,0.00152588,0.00396729,0.000915527,0.00183105,0.000305176,0.00152588,0.00183105,0.0012207,0.00305176,0.0151851,0.0158519,0.0153804,0.0130304,0.0118922,0.0163769,0.0125299,0.0139418,0.0167416,0.0173591,0.0165348,0.0135266,0.0159026,0.0152883,0.0142995,0.0119591
2.668,0.00366211,0.000610352,0.00152588,0,0.00335693,0.00305176,0.00274658,0.00244141,0.00183105,0.000305176,0.00244141,0.0012207,0.000915527,0.00305176,0.00305176,0.000915527,0.0153377,0.0146312,0.013702,0.0124201,0.0125026,0.0165295,0.011767,0.0137892,0.0175045,0.0194953,0.0163822,0.0136792,0.0151396,0.0151357,0.0120106,0.0116539
2.669,0.00244141,0.000305176,0.000305176,0.000610352,0.00274658,0,0.000915527,0.00366211,0.00274658,0.000915527,0.00183105,-0.00213623,0.00274658,0.00335693,0.00396729,0.000915527,0.0157955,0.0126475,0.0135494,0.0121149,0.0114345,0.0162244,0.0114618,0.0133315,0.0168942,0.0190376,0.0156193,0.0135266,0.0159026,0.0151357,0.0101796,0.0111961
2.67,0.00396729,0.00244141,0.00183105,0.000915527,0.00244141,0.00213623,0.00244141,0.00183105,0.00183105,-0.000610352,0.00152588,0.000305176,0.00457764,0.00457764,0.00213623,-0.000305176,0.0133541,0.0150889,0.0123287,0.0148615,0.0125026,0.0169873,0.0113092,0.0119582,0.0168942,0.0176643,0.0153141,0.0145947,0.0154448,0.0149831,0.0110951,0.0130272
2.671,0.00366211,0.000915527,0.000610352,0.00213623,0.00213623,0.00152588,0,0.00366211,0.00244141,0.00305176,0.000305176,0.00152588,0.00244141,0.00274658,0.00366211,0.00396729,0.0145748,0.0166148,0.0138546,0.0133356,0.0121974,0.0159192,0.0126825,0.0143996,0.0170468,0.0178169,0.0151615,0.013374,0.0151396,0.0143728,0.0103322,0.0119591
2.672,0.00335693,0.00152588,0.000610352,0.000915527,0.000915527,0.00244141,0.00274658,0.00396729,0.000305176,0.00244141,0.000305176,0.0012207,0.00396729,0.00457764,0.00183105,0.0012207,0.0150325,0.0150889,0.0121761,0.013183,0.0115871,0.0166821,0.0120721,0.0130263,0.0170468,0.0173591,0.0165348,0.0135266,0.0163603,0.0148305,0.00987442,0.012722
2.673,0.00305176,-0.00183105,0.0012207,0.0012207,0.00518799,0.000305176,0.00396729,0.0012207,0.00305176,0.00244141,0.00213623,0.000305176,0,0.00183105,0.00244141,0.000610352,0.0157955,0.0150889,0.0135494,0.0133356,0.0117397,0.0163769,0.0114618,0.0137892,0.0178097,0.0150703,0.0165348,0.0135266,0.01575,0.013915,0.0118581,0.0140953
2.674,0.00213623,0.0012207,0.000915527,0.000915527,0.00274658,0.00152588,0.00274658,0.00305176,0.00305176,0.00152588,-0.00152588,-0.000915527,0.00427246,0.00244141,0.00396729,-0.00335693,0.0162532,0.0150889,0.0124813,0.0133356,0.0112819,0.0175976,0.0123773,0.0133315,0.016589,0.0164436,0.0160771,0.0123059,0.0149871,0.0145253,0.0104848,0.0142479
